event_url,fight_url,red_fighter,blue_fighter,weight_class,event_date,winner,red_kd,blue_kd,red_sig_str_landed,red_sig_str_attempted,blue_sig_str_landed,blue_sig_str_attempted,red_td_landed,red_td_attempted,blue_td_landed,blue_td_attempted
http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fight-details/026c4a26106cc158,Belal Muhammad,Chance Rencountre,Welterweight,"June 01, 2018",Red,0.0,0.0,21.0,45.0,7.0,51.0,0.0,0.0,0.0,2.0
http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fight-details/19fc916df1f0e6ff,Desmond Green,Gleison Tibau,Lightweight,"June 01, 2018",Red,0.0,0.0,28.0,67.0,10.0,52.0,0.0,0.0,0.0,2.0
http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fight-details/4b155647201d549e,Nathaniel Wood,Johnny Eduardo,Bantamweight,"June 01, 2018",Blue,0.0,0.0,31.0,73.0,24.0,73.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fight-details/7969abc596485189,Jose Torres,Jarred Brooks,Flyweight,"June 01, 2018",Blue,0.0,0.0,24.0,42.0,6.0,21.0,1.0,2.0,0.0,1.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/cd117bfce747184f,Darren Till,Stephen Thompson,Welterweight,"May 27, 2018",Blue,0.0,0.0,5.0,18.0,4.0,12.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/426ca5caeb857f1e,Neil Magny,Craig White,Welterweight,"May 27, 2018",Red,1.0,0.0,18.0,29.0,6.0,17.0,0.0,2.0,0.0,2.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/f6efb09c01e4cac6,Arnold Allen,Mads Burnell,Featherweight,"May 27, 2018",Red,0.0,0.0,27.0,71.0,14.0,37.0,0.0,0.0,1.0,4.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/52565f62fb3822db,Makwan Amirkhani,Jason Knight,Featherweight,"May 27, 2018",Blue,2.0,0.0,15.0,42.0,9.0,27.0,0.0,1.0,0.0,1.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/9dcf8ce308eaa050,Claudio Silva,Nordine Taleb,Welterweight,"May 27, 2018",Red,0.0,0.0,18.0,39.0,6.0,12.0,1.0,3.0,1.0,2.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/20b5de395c0f1375,Darren Stewart,Eric Spicely,Middleweight,"May 27, 2018",Blue,0.0,0.0,11.0,58.0,17.0,50.0,0.0,3.0,0.0,0.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/8b1dc96a00a8e881,Tom Breese,Daniel Kelly,Middleweight,"May 27, 2018",Blue,0.0,1.0,6.0,28.0,23.0,44.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/b3096e8dd4e90718,Lina Lansberg,Gina Mazany,Women's Bantamweight,"May 27, 2018",Red,0.0,0.0,11.0,18.0,8.0,21.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/3e9ddcd30fdc5d85,Carlo Pedersoli Jr.,Brad Scott,Welterweight,"May 27, 2018",Blue,1.0,0.0,22.0,48.0,18.0,51.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/326c3eaa1e9e3dc4,Gillian Robertson,Molly McCann,Women's Flyweight,"May 27, 2018",Red,0.0,0.0,16.0,46.0,6.0,27.0,1.0,2.0,0.0,0.0
http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fight-details/f71d46f804307bd2,Elias Theodorou,Trevor Smith,Middleweight,"May 27, 2018",Red,0.0,0.0,37.0,57.0,13.0,25.0,0.0,0.0,0.0,2.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/47f42aa7cf851a29,Kamaru Usman,Demian Maia,Welterweight,"May 19, 2018",Blue,0.0,0.0,5.0,12.0,12.0,29.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/24f2d2dd9fea5d79,Tatiana Suarez,Alexa Grasso,Women's Strawweight,"May 19, 2018",Blue,0.0,0.0,6.0,8.0,2.0,9.0,0.0,0.0,2.0,3.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/1290d7eb0fefd3f3,Dominick Reyes,Jared Cannonier,Light Heavyweight,"May 19, 2018",Blue,0.0,1.0,6.0,21.0,20.0,52.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/db8887f2085f7971,Guido Cannetti,Diego Rivas,Bantamweight,"May 19, 2018",Blue,0.0,0.0,3.0,4.0,13.0,19.0,0.0,2.0,1.0,2.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/6222cdc86b12d251,Andrea Lee,Veronica Hardy,Women's Flyweight,"May 19, 2018",Blue,0.0,0.0,12.0,25.0,33.0,52.0,0.0,0.0,1.0,1.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/47c140debc977214,Vicente Luque,Chad Laprise,Welterweight,"May 19, 2018",Red,1.0,0.0,14.0,35.0,13.0,29.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/df0d4130944776d9,Michel Prazeres,Zak Cummings,Welterweight,"May 19, 2018",Blue,0.0,0.0,6.0,24.0,11.0,21.0,0.0,0.0,1.0,2.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/49b47b5b5f15c7c0,Alexandre Pantoja,Brandon Moreno,Flyweight,"May 19, 2018",Blue,0.0,0.0,17.0,45.0,33.0,61.0,1.0,3.0,0.0,0.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/c571ac76ca45c1cb,Poliana Botelho,Syuri Kondo,Women's Strawweight,"May 19, 2018",Red,1.0,0.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/79c22394d9c2144d,Gabriel Benitez,Humberto Bandenay,Featherweight,"May 19, 2018",Red,1.0,0.0,9.0,19.0,2.0,2.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/53febf2fb416f9de,Enrique Barzola,Brandon Davis,Featherweight,"May 19, 2018",Red,0.0,0.0,17.0,33.0,15.0,35.0,3.0,7.0,0.0,0.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/e6fdf9e67f84a0e0,Frankie Saenz,Henry Briones,Bantamweight,"May 19, 2018",Blue,0.0,0.0,23.0,42.0,24.0,45.0,0.0,0.0,1.0,2.0
http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fight-details/866b2c2e354aa27b,Claudio Puelles,Felipe Silva,Lightweight,"May 19, 2018",Red,0.0,0.0,6.0,10.0,12.0,28.0,2.0,3.0,1.0,1.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/3454f5c7203467aa,Amanda Nunes,Raquel Pennington,Women's Bantamweight,"May 12, 2018",Red,0.0,0.0,33.0,74.0,19.0,40.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/d86e31793564cd31,Kelvin Gastelum,Jacare Souza,Middleweight,"May 12, 2018",Blue,0.0,0.0,21.0,22.0,7.0,7.0,0.0,2.0,0.0,0.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/7ec70261afdecda8,Mackenzie Dern,Amanda Cooper,Women's Strawweight,"May 12, 2018",Red,1.0,0.0,15.0,32.0,6.0,25.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/b152646345037056,John Lineker,Brian Kelleher,Bantamweight,"May 12, 2018",Red,1.0,0.0,32.0,72.0,11.0,33.0,0.0,0.0,0.0,2.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/7072a324a82c4297,Lyoto Machida,Vitor Belfort,Middleweight,"May 12, 2018",Blue,0.0,0.0,1.0,9.0,10.0,16.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/c8fdd3f7178fbfa4,Cezar Ferreira,Karl Roberson,Middleweight,"May 12, 2018",Red,0.0,0.0,5.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/3dcb1a7b081afbe1,Aleksei Oleinik,Junior Albini,Heavyweight,"May 12, 2018",Red,0.0,0.0,10.0,17.0,10.0,15.0,0.0,3.0,1.0,1.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/5ea39e0fc3b64e83,Davi Ramos,Nick Hein,Lightweight,"May 12, 2018",Red,0.0,0.0,6.0,12.0,1.0,6.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/6b325792b8fb1f46,Elizeu Zaleski dos Santos,Sean Strickland,Welterweight,"May 12, 2018",Red,1.0,0.0,15.0,58.0,14.0,36.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/25da6035f591c245,Warlley Alves,Sultan Aliev,Welterweight,"May 12, 2018",Red,0.0,0.0,21.0,28.0,8.0,17.0,0.0,1.0,1.0,2.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/014f7dc96c90c199,Jack Hermansson,Thales Leites,Middleweight,"May 12, 2018",Blue,0.0,0.0,5.0,7.0,16.0,31.0,1.0,7.0,3.0,3.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/53d6a7634c7fc036,Ramazan Emeev,Alberto Mina,Welterweight,"May 12, 2018",Blue,0.0,0.0,4.0,25.0,13.0,27.0,1.0,2.0,1.0,2.0
http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fight-details/5f1a828f8d4c3b01,Markus Perez,James Bochnovic,Middleweight,"May 12, 2018",Red,0.0,0.0,4.0,4.0,3.0,6.0,1.0,1.0,0.0,1.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/dbb0ca0198ac514a,Kevin Lee,Edson Barboza,Lightweight,"April 21, 2018",Blue,0.0,0.0,4.0,12.0,40.0,64.0,0.0,0.0,1.0,1.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/6d8ce1abde550bc6,Frankie Edgar,Cub Swanson,Featherweight,"April 21, 2018",Red,0.0,0.0,16.0,43.0,13.0,42.0,0.0,3.0,0.0,0.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/bef2a2e68fb4dfa8,Justin Willis,Chase Sherman,Heavyweight,"April 21, 2018",Red,1.0,0.0,38.0,55.0,17.0,39.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/62aab95c866a9c5b,David Branch,Thiago Santos,Middleweight,"April 21, 2018",Red,1.0,0.0,5.0,15.0,14.0,29.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/6dd0874dec826397,Aljamain Sterling,Brett Johns,Bantamweight,"April 21, 2018",Red,0.0,0.0,18.0,39.0,6.0,34.0,0.0,1.0,1.0,2.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/0f88658e787815c8,Dan Hooker,Jim Miller,Lightweight,"April 21, 2018",Blue,0.0,1.0,10.0,20.0,24.0,44.0,1.0,2.0,0.0,0.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/ef86720364837f68,Ryan LaFlare,Alex Garcia,Welterweight,"April 21, 2018",Red,0.0,0.0,11.0,24.0,6.0,29.0,0.0,4.0,0.0,1.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/a017d5806eaa6018,Ricky Simon,Merab Dvalishvili,Bantamweight,"April 21, 2018",Blue,1.0,0.0,25.0,79.0,9.0,34.0,5.0,12.0,0.0,3.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/dbed6292db8b0212,Siyar Bahadurzada,Luan Chagas,Welterweight,"April 21, 2018",Red,0.0,0.0,12.0,20.0,3.0,6.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/a22add1024153ddb,Corey Anderson,Patrick Cummins,Light Heavyweight,"April 21, 2018",Red,0.0,0.0,43.0,75.0,18.0,53.0,2.0,2.0,0.0,1.0
http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fight-details/d2b5ce5548b71668,Anthony Rocco Martin,Keita Nakamura,Welterweight,"April 21, 2018",Red,0.0,0.0,15.0,41.0,8.0,23.0,0.0,0.0,1.0,1.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/bfae2fb50efbdb0f,Dustin Poirier,Justin Gaethje,Lightweight,"April 14, 2018",Red,0.0,0.0,63.0,132.0,34.0,64.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/e18a8b333529cc09,Alex Oliveira,Carlos Condit,Welterweight,"April 14, 2018",Blue,0.0,0.0,5.0,6.0,1.0,6.0,0.0,0.0,1.0,1.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/b8b9a8e504d51ba5,Israel Adesanya,Marvin Vettori,Middleweight,"April 14, 2018",Red,0.0,0.0,24.0,47.0,18.0,58.0,0.0,0.0,0.0,2.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/57d05d28e3fbee4f,Michelle Waterson-Gomez,Cortney Casey,Women's Strawweight,"April 14, 2018",Red,0.0,0.0,23.0,36.0,16.0,38.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/5164f1c4103616fd,Antonio Carlos Junior,Tim Boetsch,Middleweight,"April 14, 2018",Blue,0.0,0.0,7.0,18.0,31.0,48.0,0.0,0.0,1.0,2.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/17c53d93d549cb03,Muslim Salikhov,Ricky Rainey,Welterweight,"April 14, 2018",Red,0.0,0.0,8.0,25.0,11.0,29.0,0.0,2.0,0.0,1.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/15aee8ad5d9e9d58,John Moraga,Wilson Reis,Flyweight,"April 14, 2018",Blue,0.0,0.0,2.0,19.0,17.0,31.0,3.0,7.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/01c9acf719298187,Brad Tavares,Krzysztof Jotko,Middleweight,"April 14, 2018",Blue,0.0,0.0,7.0,23.0,14.0,39.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/59363451049c929d,Gilbert Burns,Dan Moret,Lightweight,"April 14, 2018",Red,0.0,0.0,20.0,43.0,16.0,45.0,2.0,2.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/85060e6e71ed14e4,Lauren Mueller,Shana Dobson,Women's Flyweight,"April 14, 2018",Blue,0.0,0.0,27.0,79.0,26.0,57.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/418a7100e490e791,Yushin Okami,Dhiego Lima,Welterweight,"April 14, 2018",Blue,0.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,1.0,4.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/47fc0736929125bd,Adam Wieczorek,Arjan Bhullar,Heavyweight,"April 14, 2018",Blue,0.0,0.0,6.0,11.0,6.0,16.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/bd1e01de1f24962b,Alejandro Perez,Matthew Lopez,Bantamweight,"April 14, 2018",Blue,0.0,0.0,9.0,15.0,8.0,24.0,3.0,4.0,0.0,1.0
http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fight-details/4210f9b11debf1fc,Luke Sanders,Patrick Williams,Bantamweight,"April 14, 2018",Red,1.0,0.0,22.0,42.0,15.0,23.0,0.0,0.0,0.0,3.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/eab7b76e177e1903,Khabib Nurmagomedov,Al Iaquinta,Lightweight,"April 07, 2018",Red,0.0,0.0,13.0,24.0,0.0,8.0,3.0,6.0,0.0,0.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/829b3ee4145a1ae6,Rose Namajunas,Joanna Jedrzejczyk,Women's Strawweight,"April 07, 2018",Red,0.0,0.0,21.0,64.0,24.0,67.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/95edc0b6438f2592,Renato Moicano,Calvin Kattar,Featherweight,"April 07, 2018",Red,0.0,0.0,25.0,56.0,15.0,47.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/6c5f7f98ec0b6f17,Zabit Magomedsharipov,Kyle Bochniak,Featherweight,"April 07, 2018",Red,0.0,0.0,41.0,91.0,15.0,61.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/bab65d16fa74fc5b,Chris Gruetzemacher,Joe Lauzon,Lightweight,"April 07, 2018",Blue,0.0,0.0,35.0,84.0,53.0,89.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/5315bd4542b21c4b,Karolina Kowalkiewicz,Felice Herrig,Women's Strawweight,"April 07, 2018",Red,0.0,0.0,35.0,73.0,21.0,59.0,0.0,0.0,0.0,3.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/8803935990adafc1,Olivier Aubin-Mercier,Evan Dunham,Lightweight,"April 07, 2018",Blue,0.0,1.0,4.0,14.0,13.0,18.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/28f7ba820350e3a3,Ashlee Evans-Smith,Bec Rawlings,Women's Flyweight,"April 07, 2018",Blue,0.0,0.0,30.0,60.0,35.0,99.0,0.0,0.0,1.0,2.0
http://ufcstats.com/event-details/49e7e05f902479ca,http://ufcstats.com/fight-details/12563423bf15e75d,Devin Clark,Mike Rodriguez,Light Heavyweight,"April 07, 2018",Red,0.0,0.0,12.0,18.0,14.0,24.0,2.0,3.0,0.0,0.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/e835e9a4564db497,Alexander Volkov,Fabricio Werdum,Heavyweight,"March 17, 2018",Blue,0.0,0.0,20.0,37.0,15.0,28.0,2.0,2.0,1.0,1.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/5f19b0135414b454,Jan Blachowicz,Jimi Manuwa,Light Heavyweight,"March 17, 2018",Blue,0.0,1.0,8.0,33.0,27.0,65.0,0.0,1.0,0.0,1.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/848e7af760788418,Tom Duquesnoy,Terrion Ware,Bantamweight,"March 17, 2018",Red,0.0,0.0,22.0,50.0,26.0,70.0,0.0,1.0,1.0,1.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/e84fa12d87993ec5,Leon Edwards,Peter Sobotta,Welterweight,"March 17, 2018",Red,1.0,0.0,8.0,19.0,6.0,14.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/f8ee14dbf966b9e6,Charles Byrd,John Phillips,Middleweight,"March 17, 2018",Blue,0.0,0.0,0.0,1.0,11.0,14.0,0.0,0.0,1.0,1.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/288c942b0ad152a6,Danny Roberts,Oliver Enkamp,Welterweight,"March 17, 2018",Red,1.0,0.0,4.0,10.0,7.0,12.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/0b4583d204797d19,Danny Henry,Hakeem Dawodu,Featherweight,"March 17, 2018",Red,1.0,0.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/714d6fc1eaca9624,Paul Craig,Magomed Ankalaev,Light Heavyweight,"March 17, 2018",Red,0.0,0.0,8.0,20.0,18.0,29.0,1.0,2.0,0.0,0.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/fe9ee00fa47dd7b3,Kajan Johnson,Stevie Ray,Lightweight,"March 17, 2018",Blue,0.0,0.0,4.0,17.0,14.0,21.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/eed2b71d77d95416,http://ufcstats.com/fight-details/2fd0c6d914b77205,Dmitry Sosnovskiy,Mark Godbeer,Heavyweight,"March 17, 2018",Blue,0.0,0.0,16.0,24.0,11.0,18.0,0.0,0.0,1.0,2.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/4960379abe6ed525,Cristiane Justino,Yana Santos,Women's Featherweight,"March 03, 2018",Red,0.0,0.0,33.0,43.0,5.0,11.0,1.0,1.0,1.0,4.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/2361b51aa72e5551,Brian Ortega,Frankie Edgar,Featherweight,"March 03, 2018",Blue,0.0,1.0,27.0,77.0,25.0,76.0,0.0,1.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/efe055854f19a1d7,Sean O'Malley,Andre Soukhamthath,Bantamweight,"March 03, 2018",Red,0.0,0.0,28.0,54.0,4.0,19.0,0.0,0.0,0.0,1.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/bfb7d17161aec938,Andrei Arlovski,Stefan Struve,Heavyweight,"March 03, 2018",Blue,0.0,0.0,14.0,24.0,14.0,25.0,0.0,1.0,2.0,2.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/1f52e665587dc645,Ketlen Vieira,Cat Zingano,Women's Bantamweight,"March 03, 2018",Blue,0.0,0.0,22.0,45.0,17.0,39.0,0.0,2.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/ead2ca0d2afb46be,Mackenzie Dern,Ashley Yoder,Women's Strawweight,"March 03, 2018",Blue,0.0,0.0,21.0,52.0,25.0,52.0,0.0,0.0,0.0,3.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/9e21a8dea9663e26,Alexander Hernandez,Beneil Dariush,Lightweight,"March 03, 2018",Blue,0.0,1.0,4.0,11.0,8.0,13.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/c73b81e7c1c1cccc,John Dodson,Pedro Munhoz,Bantamweight,"March 03, 2018",Red,0.0,0.0,22.0,59.0,13.0,40.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/6c2f05c47f494e15,CB Dollaway,Hector Lombard,Middleweight,"March 03, 2018",Red,0.0,1.0,13.0,19.0,19.0,33.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/c6c975ca66a7f91a,Zak Ottow,Mike Pyle,Welterweight,"March 03, 2018",Blue,0.0,1.0,4.0,20.0,22.0,50.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/12a64dfb8147566b,Cody Stamann,Bryan Caraway,Bantamweight,"March 03, 2018",Blue,0.0,0.0,11.0,28.0,15.0,34.0,1.0,7.0,0.0,0.0
http://ufcstats.com/event-details/7929be8290289a47,http://ufcstats.com/fight-details/84f236d6c57d7cfb,Jordan Johnson,Adam Milstead,Light Heavyweight,"March 03, 2018",Red,0.0,0.0,22.0,37.0,20.0,53.0,0.0,2.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/519dcb290e6db845,Jeremy Stephens,Josh Emmett,Featherweight,"February 24, 2018",Blue,1.0,0.0,15.0,31.0,11.0,33.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/4d9d371b8db6fb91,Jessica Andrade,Tecia Pennington,Women's Strawweight,"February 24, 2018",Red,0.0,0.0,39.0,99.0,49.0,110.0,1.0,3.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/9c79433a4686f3fc,Ilir Latifi,Ovince Saint Preux,Light Heavyweight,"February 24, 2018",Blue,0.0,1.0,7.0,24.0,25.0,41.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/424a20da52b4f956,Max Griffin,Mike Perry,Welterweight,"February 24, 2018",Blue,0.0,0.0,14.0,40.0,27.0,61.0,1.0,2.0,0.0,1.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/e22a887ce4ab30eb,Brian Kelleher,Renan Barao,Bantamweight,"February 24, 2018",Blue,0.0,0.0,30.0,65.0,17.0,45.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/3cf4582b48302bb6,Marion Reneau,Sara McMann,Women's Bantamweight,"February 24, 2018",Blue,0.0,0.0,3.0,14.0,2.0,3.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/037c68d03c970609,Angela Hill,Maryna Moroz,Women's Strawweight,"February 24, 2018",Blue,0.0,0.0,26.0,104.0,38.0,73.0,0.0,1.0,0.0,1.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/093ebd3375591101,Alan Jouban,Ben Saunders,Welterweight,"February 24, 2018",Blue,0.0,1.0,20.0,46.0,44.0,83.0,0.0,0.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/04970dfa4d531e39,Sam Alvey,Marcin Prachnio,Light Heavyweight,"February 24, 2018",Red,2.0,0.0,10.0,19.0,15.0,24.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/bf8f747e57d6d1c7,Rani Yahya,Russell Doane,Bantamweight,"February 24, 2018",Red,0.0,0.0,14.0,15.0,0.0,2.0,1.0,1.0,0.0,0.0
http://ufcstats.com/event-details/daa89f01e1c0f42a,http://ufcstats.com/fight-details/0f2611c3ec4661dd,Alex Perez,Eric Shelton,Flyweight,"February 24, 2018",Blue,0.0,0.0,18.0,40.0,13.0,39.0,0.0,1.0,1.0,1.0
